iid,gender,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,like_o,prob_o,met_o,dec,attr,sinc,intel,fun,amb,like,prob,met
161,1,1,15,156,0,-0.16,0,30,1,14,18,16,18,18,16,1,8,9,10,7,9,8,7,2,0,7,9,10,8,8,5,3,0
161,1,10,16,157,0,0.42,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,1,7,7,6,7,6,6,6,2,0,8,8,8,9,7,6,5,0
162,1,12,1,142,0,-0.24,0,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,8,10,9,8,8,8,6,1,0,6,7,7,6,6,5,5,1
162,1,13,2,143,0,0.58,0,33,2,8.33,20.83,20.83,14.58,16.67,18.75,0,6,7,9,8,9,7,4,2,0,3,6,6,2,7,3,4,0
162,1,16,3,144,1,0.28,0,23,2,16,16,16,18,18,16,1,7,7,8,8,7,9,5,1,1,8,7,7,7,7,8,10,1
162,1,1,4,145,0,0.34,0,24,2,11.36,18.18,22.73,18.18,11.36,18.18,0,9,9,9,8,9,8,1,1,0,5,6,7,7,6,6,3,1
162,1,6,6,147,0,0.11,1,26,4,18,18,20,18,16,10,0,5,6,6,6,5,5,5,2,1,5,7,7,8,7,5,4,0
162,1,5,7,148,0,0.11,1,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,6,8,8,4,9,8,5,2,1,6,6,7,7,6,6,5,0
162,1,4,8,149,0,0.72,0,28,2,8.51,19.15,19.15,19.15,19.15,14.89,0,4,8,7,4,8,6,8,2,1,8,6,6,7,7,6,4,0
162,1,11,9,150,0,0.46,0,31,2,12,20,20,20,14,14,0,6,6,7,6,6,7,4,2,0,6,9,8,5,6,5,5,0
162,1,9,10,151,1,0.45,0,28,2,14.55,16.36,18.18,18.18,16.36,16.36,1,9,8,7,7,6,8,8,2,1,8,7,7,7,6,9,6,0
162,1,14,12,153,0,0.3,1,28,4,9.76,19.51,19.51,14.63,19.51,17.07,1,5,5,7,6,7,5,5,2,0,5,7,6,3,7,4,3,0
162,1,2,13,154,0,-0.01,0,27,2,15.38,17.31,17.31,17.31,17.31,15.38,0,5,8,8,7,7,5,3,2,0,7,6,7,6,7,4,2,0
162,1,8,14,155,0,0.25,0,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,2,4,6,4,6,3,3,2,0,6,5,3,4,7,4,3,0
162,1,10,15,156,0,0.45,0,30,1,14,18,16,18,18,16,0,7,6,10,3,8,4,1,2,1,5,7,7,5,9,6,4,0
162,1,3,16,157,0,0.18,1,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,3,5,7,2,5,1,4,2,0,5,5,6,6,7,5,3,0
163,1,15,1,142,0,-0.43,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,6,8,8,8,8,8,10,1,0,7,7,7,5,6,6,2,0
163,1,16,2,143,0,0.61,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,1,9,8,9,8,9,8,6,1,0,5,8,7,6,6,5,2,1
163,1,3,3,144,0,0.14,1,23,2,16,16,16,18,18,16,0,6,7,7,8,7,7,8,2,0,8,8,8,6,6,6,4,0
163,1,4,4,145,0,0.39,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,1,9,9,8,7,9,9,5,2,0,6,7,6,8,5,5,3,0
163,1,9,6,147,0,0.51,0,26,4,18,18,20,18,16,10,1,7,8,8,7,7,8,6,2,0,7,9,7,8,7,6,6,0
163,1,8,7,148,0,0.58,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,1,7,9,9,8,8,8,5,2,0,8,8,8,7,6,7,4,0
163,1,7,8,149,0,0.47,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,0,5,6,6,4,4,5,7,2,1,8,8,8,7,7,8,3,0
163,1,14,9,150,0,0.35,1,31,2,12,20,20,20,14,14,0,7,7,8,8,6,7,4,2,1,9,9,9,8,8,8,5,0
163,1,12,10,151,0,0.65,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,7,5,7,8,7,7.5,6,2,1,8,9,8,7,6,8,3,0
163,1,1,12,153,1,0.49,0,28,4,9.76,19.51,19.51,14.63,19.51,17.07,1,8,8,8,8,6,8,7,2,1,8,10,8,8,8,8,5,0
163,1,5,13,154,1,0.39,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,9,8,9,8,8,3,2,1,8,10,8,8,7,7,5,0
163,1,11,14,155,0,0.54,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,6,7,6,6,5,6,6,2,0,8,6,6,6,6,7,4,0
163,1,13,15,156,1,0.21,0,30,1,14,18,16,18,18,16,1,6,9,10,7,10,7,6,2,1,8,9,9,8,8,8,6,0
163,1,6,16,157,0,0.15,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,5,7,6,5,5,3,5,2,0,7,6,6,6,7,5,3,0
164,1,10,3,144,0,0.27,1,23,2,16,16,16,18,18,16,0,8,8,7,7,6,8,0,2,0,7,7,9,7,6,7,4,0
164,1,1,5,146,1,0.32,1,36,2,18.18,18.18,18.18,18.18,13.64,13.64,1,10,9,10,10,8,10,10,1,1,9,10,10,8,8,10,10,1
164,1,16,6,147,0,0.5,0,26,4,18,18,20,18,16,10,0,6,8,8,6,6,5,5,2,0,9,6,6,8,6,6,3,0
164,1,4,15,156,0,0.08,0,30,1,14,18,16,18,18,16,0,7,9,10,6,10,6,6,2,0,8,8,10,7,9,7,5,0
165,1,14,1,142,0,-0.4,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,0,6,8,7,6,5,7,2,2,0,8,8,9,7,8,6,3,0
165,1,15,2,143,0,0.54,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,1,10,9,9,10,6,9,6,2,0,6,9,9,6,8,6,5,0
165,1,2,3,144,0,0.01,1,23,2,16,16,16,18,18,16,0,7,6,6,5,6,6,8,2,0,7,8,10,8,7,7,5,0
165,1,3,4,145,0,0.72,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,0,8,8,7,7,5,2,5,2,0,6,8,9,6,8,6,4,0
165,1,8,6,147,1,0.66,0,26,4,18,18,20,18,16,10,1,7,7,7,5,6,6,6,2,1,7,8,8,10,8,8,4,0
165,1,7,7,148,0,0.8,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,6,7,6,1,5,1,1,2,1,8,8,9,6,9,8,4,0
165,1,13,9,150,1,0.1,1,31,2,12,20,20,20,14,14,1,9,8,8,7,8,7,4,2,1,8,10,9,8,8,8,7,0
165,1,11,10,151,0,0.47,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,8,5,5,4,6,4,4,2,0,10,9,8,10,7,6,3,0
165,1,1,11,152,1,0.62,0,27,4,14,20,20,14,18,14,1,8,8,7,8,8,9,6,2,1,8,9,10,5,9,7,4,0
165,1,4,13,154,0,0.46,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,0,7,9,7,5,5,5,3,2,0,10,8,8,8,10,5,2,0
165,1,10,14,155,0,0.77,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,7,6,5,6,4,5,5,2,0,9,9,8,6,5,6,5,0
165,1,12,15,156,0,0.65,0,30,1,14,18,16,18,18,16,0,8,5,10,7,8,5,5,2,0,7,8,7,7,8,6,6,0
165,1,5,16,157,0,-0.09,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,6,7,7,4,5,4,5,2,1,9,7,8,6,8,7,4,0
166,1,1,7,148,0,0.09,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,7,8,7,5,5,7,2,1,1,8,8,8,8,8,8,2,1
166,1,7,9,150,0,0.47,0,31,2,12,20,20,20,14,14,0,6,5,6,5,8,5,4,2,0,5,7,9,8,9,7,7,0
167,1,16,1,142,1,-0.63,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,8,8,8,8,8,8,8,2,1,7,6,7,6,4,6,4,0
167,1,1,2,143,0,0.13,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,0,5,6,7,6,4,5,5,2,0,3,7,6,4,5,3,4,0
167,1,4,3,144,0,0.38,1,23,2,16,16,16,18,18,16,0,6,7,8,7,7,6,6,2,0,4,6,5,4,5,3,3,0
167,1,5,4,145,0,-0.2,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,0,10,9,9,8,7,8,1,2,0,2,6,6,4,5,3,5,0
167,1,10,6,147,0,0.36,0,26,4,18,18,20,18,16,10,0,6,6,6,6,6,6,5,2,0,3,6,5,8,2,5,5,0
167,1,9,7,148,0,0.14,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,3,8,8,5,8,6,1,2,1,6,5,6,5,4,5,4,0
167,1,8,8,149,0,0.26,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,0,4,6,7,7,5,5,7,2,1,6,6,6,5,4,7,5,0
167,1,15,9,150,1,0.39,1,31,2,12,20,20,20,14,14,1,7,7,8,8,8,7,5,2,1,7,5,6,7,5,6,5,0
167,1,13,10,151,0,0.19,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,6,3,6,5,4,3,3,2,1,8,8,5,4,3,7,4,0
167,1,6,13,154,0,0.71,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,0,8,8,8,8,8,8,3,2,1,5,7,7,6,6,6,5,0
167,1,12,14,155,0,0.13,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,5,5,6,6,6,4,4,2,1,6,6,5,4,4,6,4,0
167,1,14,15,156,0,-0.05,0,30,1,14,18,16,18,18,16,0,6,9,10,6,9,6,5,2,1,7,6,6,5,6,6,4,0
167,1,7,16,157,0,0.6,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,4,5,5,6,3,3,5,2,1,6,7,6,6,5,6,4,0
168,1,11,1,142,1,-0.5,0,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,6,9,9,10,9,10,10,2,1,8,8,7,7,7,8,9,0
168,1,12,2,143,0,0.33,0,33,2,8.33,20.83,20.83,14.58,16.67,18.75,1,7,8,9,9,9,7,5,2,0,5,5,5,6,6,6,6,0
168,1,15,3,144,0,0.03,0,23,2,16,16,16,18,18,16,0,5,5,6,6,5,5,8,1,1,8,8,8,8,8,7,7,1
168,1,16,4,145,0,0.11,0,24,2,11.36,18.18,22.73,18.18,11.36,18.18,0,6,9,8,8,7,8,1,2,1,7,7,7,7,7,7,7,0
168,1,5,6,147,0,0.38,1,26,4,18,18,20,18,16,10,0,4,8,8,4,4,4,6,2,0,4,7,8,7,5,5,6,0
168,1,4,7,148,0,0.31,1,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,2,8,8,4,2,5,1,2,1,7,8,8,6,6,7,6,0
168,1,3,8,149,0,0.13,0,28,2,8.51,19.15,19.15,19.15,19.15,14.89,0,4,7,8,4,7,4,7,2,0,5,6,6,6,6,6,5,0
168,1,10,9,150,0,0.4,0,31,2,12,20,20,20,14,14,0,7,8,8,8,8,8,6,2,1,8,7,7,7,7,7,7,0
168,1,8,10,151,0,0.36,0,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,6,3,7,4,5,4,5,2,1,9,8,7,7,8,8,8,0
168,1,14,11,152,0,0.22,1,27,4,14,20,20,14,18,14,0,4,7,7,6,7,6,7,2,1,7,7,7,7,7,7,7,0
168,1,1,13,154,0,0.48,0,27,2,15.38,17.31,17.31,17.31,17.31,15.38,0,5,9,7,5,7,5,5,2,1,8,8,8,8,8,9,9,0
168,1,7,14,155,0,0.25,0,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,3,6,4,6,6,4,4,2,1,7,7,7,7,7,7,7,0
168,1,9,15,156,0,-0.01,0,30,1,14,18,16,18,18,16,0,6,9,10,9,10,7,7,2,0,7,8,8,7,7,6,8,0
168,1,2,16,157,0,0.29,1,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,2,8,8,7,6,2,6,2,1,6,8,8,8,8,9,9,0
169,1,5,1,142,1,-0.59,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,10,10,10,10,10,10,9,2,1,8,8,9,8,7,8,7,0
169,1,6,2,143,0,0.27,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,1,8,9,9,8,8,8,5,2,0,7,9,9,8,8,7,7,0
169,1,9,3,144,0,0.55,1,23,2,16,16,16,18,18,16,1,7,7,8,8,6,7,6,1,0,8,7,8,9,7,8,7,1
169,1,10,4,145,0,-0.11,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,0,9,7,9,7,7,7,1,1,0,7,9,9,8,9,8,8,1
169,1,15,6,147,1,0.37,0,26,4,18,18,20,18,16,10,1,8,7,8,7,7,7,6,2,1,10,8,8,9,8,9,9,0
169,1,13,8,149,0,0.45,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,8,7,8,7,7,7,7,2,0,9,8,9,8,8,9,8,0
169,1,4,9,150,0,0.3,1,31,2,12,20,20,20,14,14,1,9,9,9,9,9,9,5,2,0,7,8,9,7,9,8,7,0
169,1,2,10,151,0,0.47,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,7,8,7,7,7,7,7,2,1,9,9,9,9,8,9,8,0
169,1,8,11,152,0,0.07,0,27,4,14,20,20,14,18,14,1,8,9,9,8,8,8,7,2,0,10,9,8,7,8,8,8,0
169,1,11,13,154,1,0.6,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,9,9,9,8,8,6,2,1,10,9,9,9,9,10,9,0
169,1,1,14,155,0,0.23,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,1,8,8,8,7,8,8,5,2,0,9,8,8,8,8,8,9,0
169,1,3,15,156,0,-0.05,0,30,1,14,18,16,18,18,16,1,7,9,10,8,9,9,9,2,0,8,8,10,8,10,8,8,0
169,1,12,16,157,1,0.61,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,1,8,7,7,8,7,7,6,2,1,10,8,8,9,9,9,8,0
170,1,4,1,142,0,-0.27,0,24,2,14.29,14.29,21.43,21.43,19.05,9.52,0,4,7,7,9,8,9,10,2,1,7,7,7,7,5,7,6,0
170,1,5,2,143,0,0.55,0,33,2,8.33,20.83,20.83,14.58,16.67,18.75,0,5,5,9,6,7,4,5,2,0,5,7,7,5,7,4,4,0
170,1,9,4,145,0,0.7,0,24,2,11.36,18.18,22.73,18.18,11.36,18.18,0,8,10,9,7,7,9,5,2,1,6,7,6,6,6,6,5,0
170,1,14,6,147,0,0.43,1,26,4,18,18,20,18,16,10,0,4,7,8,4,6,5,5,2,1,7,7,7,6,6,6,6,0
170,1,13,7,148,0,0.74,1,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,3,8,8,4,8,4,1,2,1,6,6,7,5,8,6,5,0
170,1,12,8,149,0,0.32,0,28,2,8.51,19.15,19.15,19.15,19.15,14.89,0,4,8,7,4,8,4,8,2,1,7,7,7,6,6,6,5,0
170,1,3,9,150,0,0.15,0,31,2,12,20,20,20,14,14,0,5,6,9,6,9,8,5,2,1,6,7,7,7,6,6,5,0
170,1,1,10,151,0,0.67,0,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,3,8,8,3,7,4,6,2,1,8,7,7,8,7,7,6,0
170,1,7,11,152,0,0.63,1,27,4,14,20,20,14,18,14,0,4,6,7,6,8,6,5,2,0,5,7,6,5,6,4,3,0
170,1,10,13,154,0,0.25,0,27,2,15.38,17.31,17.31,17.31,17.31,15.38,0,6,10,10,5,9,6,5,2,1,6,6,7,5,7,6,5,0
170,1,16,14,155,0,0.85,0,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,2,8,8,3,8,8,5,2,1,6,7,7,6,6,6,6,0
170,1,2,15,156,0,0.75,0,30,1,14,18,16,18,18,16,0,4,8,10,3,10,3,2,2,1,6,8,8,7,8,6,5,0
170,1,11,16,157,0,-0.12,1,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,3,6,7,4,5,3,4,2,1,6,6,6,5,7,5,6,0
171,1,9,1,142,1,-0.36,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,4,10,9,5,6,7,10,2,1,7,8,9,9,8,7,7,0
171,1,10,2,143,0,0.34,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,1,8,9,9,7,8,9,8,2,0,5,8,9,6,7,6,7,0
171,1,13,3,144,0,0.45,1,23,2,16,16,16,18,18,16,0,5,7,8,7,7,6,8,2,1,8,9,9,9,8,8,9,0
171,1,14,4,145,0,0.38,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,0,9,9,9,7,8,8,5,2,1,6,8,9,5,8,6,6,0
171,1,3,6,147,0,0.54,0,26,4,18,18,20,18,16,10,0,4,7,9,4,6,5,5,2,0,5,6,7,9,7,9,8,0
171,1,2,7,148,0,0.42,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,4,8,8,7,8,9,3,2,1,7,7,7,6,8,8,6,0
171,1,1,8,149,1,0.52,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,6,8,8,6,7,7,6,2,1,8,7,8,6,9,9,8,0
171,1,8,9,150,0,0.46,1,31,2,12,20,20,20,14,14,0,6,7,9,6,9,7,4,2,1,7,9,9,7,8,7,5,0
171,1,6,10,151,0,0.33,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,5,7,6,5,7,5,6,2,1,9,9,8,8,7,8,7,0
171,1,11,12,153,1,0.78,0,28,4,9.76,19.51,19.51,14.63,19.51,17.07,1,6,6,7,7,7,5,5,2,1,6,8,8,6,7,6,7,0
171,1,15,13,154,1,0.53,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,8,9,9,8,8,8,5,2,1,9,7,8,8,10,8,9,0
171,1,5,14,155,0,0.52,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,4,7,7,4,8,5,7,2,1,10,8,8,8,9,8,4,0
171,1,7,15,156,0,0.19,0,30,1,14,18,16,18,18,16,0,5,8,10,2,9,2,2,2,1,6,8,9,9,10,6,5,0
171,1,16,16,157,0,0.51,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,5,7,7,6,7,6,6,2,1,9,8,9,9,10,9,6,0
172,1,13,1,142,1,0.04,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,8,7,8,8,8,8,8,2,1,8,7,6,7,7,6,6,0
172,1,1,3,144,0,0.52,1,23,2,16,16,16,18,18,16,0,5,8,7,7,8,7,9,2,0,4,7,8,5,6,4,5,0
172,1,2,4,145,0,-0.25,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,1,9,9,9,7,8,9,5,2,0,2,7,9,2,4,3,7,0
172,1,6,7,148,0,-0.36,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,7,8,8,10,10,9,5,1,1,7,4,6,9,8,6,3,1
172,1,12,9,150,0,0.27,1,31,2,12,20,20,20,14,14,0,6,7,8,7,8,7,4,2,0,4,6,8,4,6,3,9,0
172,1,10,10,151,0,0,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,0,7,8,7,6,7,7,7,2,1,8,7,8,6,8,6,4,0
172,1,3,13,154,1,0.28,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,10,10,10,10,8,3,1,1,7,8,8,5,6,6,5,1
172,1,9,14,155,0,-0.03,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,5,8,8,6,7,6,6,2,0,5,6,6,4,5,5,5,0
172,1,11,15,156,1,-0.08,0,30,1,14,18,16,18,18,16,1,5,9,10,8,10,8,8,2,1,6,8,7,7,8,7,6,0
172,1,4,16,157,0,0.36,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,7,7,7,8,7,6,7,2,1,8,5,7,8,9,8,4,1
173,1,10,1,142,1,-0.21,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,6,4,8,9,9,8,7,2,1,8,7,7,7,5,7,5,0
173,1,11,2,143,0,-0.03,1,33,2,8.33,20.83,20.83,14.58,16.67,18.75,0,7,5,8,9,8,7,5,2,0,4,6,5,4,5,3,3,0
173,1,14,3,144,0,0.72,1,23,2,16,16,16,18,18,16,0,6,7,8,6,7,6,8,2,0,5,7,6,6,6,4,4,0
173,1,15,4,145,0,-0.5,1,24,2,11.36,18.18,22.73,18.18,11.36,18.18,1,8,10,10,10,10,10,6,2,0,4,6,6,5,5,4,4,0
173,1,4,6,147,0,0.03,0,26,4,18,18,20,18,16,10,0,6,8,8,8,4,6,6,2,0,5,7,5,6,6,4,4,0
173,1,3,7,148,0,-0.34,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,0,7,9,9,5,8,7,2,2,0,5,8,5,7,6,5,4,0
173,1,2,8,149,1,0.15,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,5,8,8,7,4,6,5,2,1,8,8,8,8,7,8,6,0
173,1,9,9,150,0,0.39,1,31,2,12,20,20,20,14,14,0,6,8,8,8,8,8,5,2,1,7,7,7,7,7,6,4,0
173,1,7,10,151,1,0.09,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,1,8,7,8,9,6,9,9,2,1,9,8,7,8,7,8,6,0
173,1,13,11,152,0,-0.15,0,27,4,14,20,20,14,18,14,0,5,8,8,6,7,7,7,2,0,5,5,5,5,5,5,3,0
173,1,16,13,154,1,0.54,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,9,10,9,9,8,5,2,1,6,7,6,7,6,7,4,0
173,1,6,14,155,0,-0.13,1,27,2,15.09,18.87,18.87,16.98,16.98,13.21,0,3,8,8,4,8,5,7,2,1,6,7,7,8,7,6,5,0
173,1,8,15,156,1,-0.15,0,30,1,14,18,16,18,18,16,1,6,9,10,9,9,8,7,2,1,7,7,7,7,7,6,5,0
173,1,1,16,157,0,0.49,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,0,5,6,5,6,5,3,7,2,1,7,8,8,8,8,7,6,0
174,0,9,1,184,1,0.34,0,34,2,16.67,16.67,16.67,16.67,16.67,16.67,1,8,10,10,8,6,7,7,2,1,5,6,6,6,6,6,6,2
174,0,5,2,185,0,0.48,1,25,4,16.98,15.09,16.98,16.98,18.87,15.09,0,6,6,7,6,5,7,9,2,0,5,5,5,5,5,5,5,2
174,0,10,5,188,0,0.51,0,21,2,15.56,11.11,22.22,15.56,20,15.56,0,4,5,5,5,5,2,1,2,1,5,5,5,5,5,7,7,2
174,0,4,6,189,0,0.22,0,27,6,16.98,16.98,16.98,16.98,16.98,15.09,0,5,8,7,5,5,5,7,2,1,5,5,5,5,5,7,7,2
174,0,6,7,190,0,0.21,0,25,2,15.56,20,20,20,13.33,11.11,0,5,8,8,8,4,4,6,2,1,5,5,6,6,6,6,8,2
174,0,2,8,191,0,0.32,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,0,5,8,7,6,6,5,6,2,1,5,6,5,7,7,6,8,2
174,0,3,9,192,0,-0.03,0,24,2,19.57,19.57,15.22,17.39,15.22,13.04,0,3,8,8,4,6,4,5,2,1,6,5,6,7,7,7,8,2
174,0,7,10,193,0,0.37,1,25,4,20.93,16.28,23.26,16.28,11.63,11.63,0,3,9,7,5,6,7,6,2,1,6,5,6,7,7,7,8,2
175,0,8,1,184,0,0.41,0,34,2,16.67,16.67,16.67,16.67,16.67,16.67,0,7,10,10,7,10,5,9,1,1,7,7,7,7,7,6,6,1
175,0,4,2,185,0,0.56,0,25,4,16.98,15.09,16.98,16.98,18.87,15.09,0,3,8,8,4,7,2,6,1,0,2,7,7,5,7,2,7,2
175,0,7,3,186,0,0.48,0,24,4,19.44,19.44,22.22,16.67,11.11,11.11,1,7,6,6,6,5,6,5,2,0,2,8,8,7,8,4,7,2
175,0,9,5,188,1,0.43,0,21,2,15.56,11.11,22.22,15.56,20,15.56,1,6,5,6,5,5,4,2,2,1,4,7,7,7,7,5,6,2
175,0,3,6,189,0,0.1,1,27,6,16.98,16.98,16.98,16.98,16.98,15.09,0,6,6,5,5,4,6,2,2,1,4,7,7,6,6,7,7,2
175,0,5,7,190,1,0.05,0,25,2,15.56,20,20,20,13.33,11.11,1,9,8,8,9,8,7,5,1,1,7,8,7,7,5,7,7,7
175,0,1,8,191,0,0.65,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,0,5,9,8,7,8,5,7,2,1,1,7,8,8,8,8,8,8
175,0,2,9,192,0,0.05,0,24,2,19.57,19.57,15.22,17.39,15.22,13.04,0,4,8,7,6,4,6,9,2,0,1,5,7,8,7,7,5,2
175,0,6,10,193,1,0.39,0,25,4,20.93,16.28,23.26,16.28,11.63,11.63,1,5,8,8,6,8,8,8,1,1,4,6,7,6,7,4,7,1
176,0,5,1,184,1,0.48,0,34,2,16.67,16.67,16.67,16.67,16.67,16.67,1,10,10,10,7,10,9,7,2,1,7,7,8,6,7,6,3,2
176,0,1,2,185,0,0.16,1,25,4,16.98,15.09,16.98,16.98,18.87,15.09,0,3,8,8,4,7,2,8,2,0,6,5,6,6,7,6,2,2
176,0,4,3,186,1,0.5,1,24,4,19.44,19.44,22.22,16.67,11.11,11.11,1,8,7,7,6,7,7,6,2,1,7,8,7,6,5,7,5,2
176,0,6,5,188,0,0.43,0,21,2,15.56,11.11,22.22,15.56,20,15.56,0,6,5,7,5,5,4,2,2,0,7,5,6,8,6,4,2,2
176,0,10,6,189,0,-0.05,0,27,6,16.98,16.98,16.98,16.98,16.98,15.09,0,8,8,5,6,4,7,2,2,0,6,7,7,5,5,5,1,2
176,0,8,8,191,1,0.32,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,1,7,8,7,7,8,6,7,2,1,8,6,7,8,7,5,5,2
176,0,9,9,192,0,-0.47,0,24,2,19.57,19.57,15.22,17.39,15.22,13.04,0,7,8,9,3,9,5,2,2,1,8,7,9,6,7,7,4,2
176,0,3,10,193,0,0.4,1,25,4,20.93,16.28,23.26,16.28,11.63,11.63,0,6,9,9,3,9,5,7,2,1,7,8,8,6,7,7,5,2
177,0,2,1,184,0,0.07,1,34,2,16.67,16.67,16.67,16.67,16.67,16.67,0,8,10,10,10,10,9,8,2,1,5,7,7,5,6,6,5,2
177,0,8,2,185,0,0.31,0,25,4,16.98,15.09,16.98,16.98,18.87,15.09,0,2,9,9,8,9,6,10,2,0,2,3,3,3,5,2,2,2
177,0,1,3,186,0,-0.06,0,24,4,19.44,19.44,22.22,16.67,11.11,11.11,0,5,5,7,8,5,4,2,2,0,2,6,7,2,4,3,5,2
177,0,3,5,188,0,-0.13,1,21,2,15.56,11.11,22.22,15.56,20,15.56,0,3,4,5,5,5,2,1,2,0,1,6,6,3,4,3,5,2
177,0,7,6,189,0,0.05,0,27,6,16.98,16.98,16.98,16.98,16.98,15.09,0,5,6,6,5,9,5,7,2,0,4,6,6,3,5,5,4,2
177,0,5,8,191,0,0.14,1,28,2,20.45,20.45,20.45,18.18,18.18,2.27,0,5,7,7,6,6,5,6,2,1,7,7,7,6,8,7,6,2
177,0,6,9,192,0,0.07,1,24,2,19.57,19.57,15.22,17.39,15.22,13.04,0,6,8,6,7,9,6,8,2,1,7,7,8,8,8,7,6,2
177,0,10,10,193,0,0.58,0,25,4,20.93,16.28,23.26,16.28,11.63,11.63,0,6,8,8,6,8,8,7,2,0,5,7,7,6,7,6,5,2
178,0,9,8,191,0,0.51,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,0,5,8,7,7,5,6,7,2,1,8,7,7,7,7,7,7,2
179,0,7,1,184,0,0.38,0,34,2,16.67,16.67,16.67,16.67,16.67,16.67,1,10,10,10,10,10,8,5,2,0,3,7,6,4,6,2,5,2
